Timestamp,Action,Parameters,Model Weights,Buy Price,Current Price,Profit Margin,In Position,Buy Probability
2024-12-06 13:45:27,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:46:10,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:46:51,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4054.26,0.02,False,0.0817235899024153
2024-12-06 13:47:32,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:48:13,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:48:56,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:49:38,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:50:19,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:50:59,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:51:40,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
2024-12-06 13:52:21,HOLD,"(0.02, 31)",[[-0.23915171 -0.24482774  0.14638438 -0.08850183 -1.4547422   1.73876327   -0.83470427 -0.19010742 -0.07674313  0.58806331  0.69553097 -0.57449161   -0.50319942  0.19335088  0.         -0.17021401]],0.01,4053.555,0.02,False,0.08202222994083011
