Timestamp,Action,Parameters,Model Weights,Buy Price,Current Price,Profit Margin,In Position,Buy Probability
2024-12-04 10:56:36,HOLD,"(0.027, 29)",[[-0.17907496  0.10722425 -0.09647489 -1.11878431 -2.56530001  3.16231426   -1.35589453  0.06649253 -0.00030384  0.31780036  0.05758566 -0.70681753    0.15807153 -0.24111486  0.         -0.00364233]],0.01,3815.555,0.027,False,0.0031689172435411003
2024-12-04 10:57:21,HOLD,"(0.027, 29)",[[-0.17907496  0.10722425 -0.09647489 -1.11878431 -2.56530001  3.16231426   -1.35589453  0.06649253 -0.00030384  0.31780036  0.05758566 -0.70681753    0.15807153 -0.24111486  0.         -0.00364233]],0.01,3815.555,0.027,False,0.0031689172435411003
2024-12-04 10:58:05,HOLD,"(0.027, 29)",[[-0.17907496  0.10722425 -0.09647489 -1.11878431 -2.56530001  3.16231426   -1.35589453  0.06649253 -0.00030384  0.31780036  0.05758566 -0.70681753    0.15807153 -0.24111486  0.         -0.00364233]],0.01,3815.555,0.027,False,0.0031689172435411003
2024-12-04 10:58:45,HOLD,"(0.027, 29)",[[-0.17907496  0.10722425 -0.09647489 -1.11878431 -2.56530001  3.16231426   -1.35589453  0.06649253 -0.00030384  0.31780036  0.05758566 -0.70681753    0.15807153 -0.24111486  0.         -0.00364233]],0.01,3815.555,0.027,False,0.0031689172435411003
2024-12-04 10:59:25,HOLD,"(0.027, 29)",[[-0.17907496  0.10722425 -0.09647489 -1.11878431 -2.56530001  3.16231426   -1.35589453  0.06649253 -0.00030384  0.31780036  0.05758566 -0.70681753    0.15807153 -0.24111486  0.         -0.00364233]],0.01,3815.555,0.027,False,0.0031689172435411003
2024-12-04 11:00:06,HOLD,"(0.027, 29)",[[-0.17907496  0.10722425 -0.09647489 -1.11878431 -2.56530001  3.16231426   -1.35589453  0.06649253 -0.00030384  0.31780036  0.05758566 -0.70681753    0.15807153 -0.24111486  0.         -0.00364233]],0.01,3815.555,0.027,False,0.0031689172435411003
2024-12-04 11:00:46,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:01:31,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:02:12,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:02:52,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:03:33,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:04:13,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:04:55,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:05:39,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:06:20,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:07:00,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:07:40,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:08:21,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:09:01,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:09:41,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:10:21,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:11:02,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:11:42,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:12:22,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:13:03,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:13:43,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:14:23,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3831.825,0.032,False,8.147785485705047e-06
2024-12-04 11:15:04,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
2024-12-04 11:15:44,HOLD,"(0.032, 2)",[[-0.45944418 -0.26297288 -0.41265655 -0.28991806  0.08021314 -0.16065667   -0.40850391 -0.63593622 -0.23134398 -0.58469435  0.55357715 -0.31116691    0.02243847  0.25362583  0.         -0.01625044]],0.01,3829.38,0.032,False,8.024914835596032e-06
